structure_key,name,smiles,formula,primary_inchikey,n_rows,available_phases,available_phase_coarse,temperature_min_K,temperature_max_K,pressure_min_kPa,pressure_max_kPa,cp_min,cp_max,cp_mean,cp_median
inchikey::COGLBWMLSLMJBY-MTFWYCPFSA-N,"aluminum nitrate, hexa-dimethylsulfoxide-d6",O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[Al+3],C12H36AlN3O15S6,COGLBWMLSLMJBY-MTFWYCPFSA-N,156,solid,solid,51.107,300.311,101.325,101.325,258.88,1023.23,644.4196153846153,630.105
inchikey::VAJWOSQCMYZKPH-UHFFFAOYSA-N,bismuth silicate (Bi4Si3O12),[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],Bi4O12Si3,VAJWOSQCMYZKPH-UHFFFAOYSA-N,156,solid,solid,361.0,1132.0,100.0,100.0,384.1,503.3,460.5891025641025,465.6
inchikey::DPKBAXPHAYBPRL-UHFFFAOYSA-M,tetrabutylammonium iodide,CCCC[N+](CCCC)(CCCC)CCCC.[I-],C16H36IN,DPKBAXPHAYBPRL-UHFFFAOYSA-M,156,solid,solid,50.0,352.15,101.325,101.325,113.7,537.6,315.68012820512814,314.20000000000005
inchikey::XAEFZNCEHLXOMS-UHFFFAOYSA-M,potassium benzoate,O=C([O-])c1ccccc1.[K+],C7H5KO2,XAEFZNCEHLXOMS-UHFFFAOYSA-M,155,solid,solid,78.05,397.3,101.325,101.325,64.02,211.1,139.89987096774192,142.3
inchikey::ZILXIZUBLXVYPI-UHFFFAOYSA-N,"2,4-dinitrobenzaldehyde",O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C7H4N2O5,ZILXIZUBLXVYPI-UHFFFAOYSA-N,154,liquid|solid,liquid|solid,78.064,367.118,101.325,101.325,18.669,389.86,93.06129220779219,56.651
inchikey::AZNZWHYYEIQIOC-UHFFFAOYSA-K,terbium tribromide,[Br-].[Br-].[Br-].[Tb+3],Br3Tb,AZNZWHYYEIQIOC-UHFFFAOYSA-K,153,liquid,liquid,305.0,1061.0,101.325,101.325,94.73,112.44,100.27810457516341,99.85
inchikey::XLYOFNOQVPJJNP-ZSJDYOACSA-N,water-d2,[2H]O[2H],H2O,XLYOFNOQVPJJNP-ZSJDYOACSA-N,153,liquid|solid,liquid|solid,50.0,350.0,101.325,101.325,8.154,85.72,39.99384967320262,33.29
inchikey::AZWMCERQCRNGKR-UHFFFAOYSA-N,sodium neptunate,[Na+].[Na+].[Np].[O-].[O-].[O].[O],Na2NpO4,AZWMCERQCRNGKR-UHFFFAOYSA-N,152,solid,solid,50.0,301.03,101.325,101.325,29.904,152.19,92.99865131578949,93.90299999999999
inchikey::CWIFAKBLLXGZIC-UHFFFAOYSA-N,"2,2,2-trifluoroethyl 1,1,2,2-tetrafluoroethyl ether",FC(F)C(F)(F)OCC(F)(F)F,C4H3F7O,CWIFAKBLLXGZIC-UHFFFAOYSA-N,151,liquid,liquid,279.15,385.15,5632.0,19949.0,187.8514970136,222.060875064,205.8710063611656,205.2562683024
inchikey::QGKQTYBVRNFJIH-UHFFFAOYSA-M,tetraphenylantimony benzoate,O=C([O-])c1ccccc1.[Sb+].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1.[c]1ccccc1,C31H25O2Sb,QGKQTYBVRNFJIH-UHFFFAOYSA-M,151,liquid|solid,liquid|solid,50.0,480.5,101.325,101.325,128.0,989.0,505.99271523178805,483.2
inchikey::YJMNOKOLADGBKA-UHFFFAOYSA-N,1-cyanonaphthalene,N#Cc1cccc2ccccc12,C11H7N,YJMNOKOLADGBKA-UHFFFAOYSA-N,150,solid,solid,268.9,296.8,101.325,101.325,144.7,203.6,183.33533333333335,186.64999999999998
inchikey::WJJMNDUMQPNECX-UHFFFAOYSA-N,"pyridine-2,6-dicarboxylic acid",O=C(O)c1cccc(C(=O)O)n1,C7H5NO4,WJJMNDUMQPNECX-UHFFFAOYSA-N,150,solid,solid,84.05,378.0,101.325,101.325,56.423,231.38,119.22292666666665,109.055
inchikey::KZPXREABEBSAQM-UHFFFAOYSA-N,nickelocene,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,C10H10Ni,KZPXREABEBSAQM-UHFFFAOYSA-N,149,gas|solid,gas|solid,293.0,415.0,101.325,101.325,171.05,271.04,209.74302013422817,206.07
inchikey::UHJPPYHDGAAPFV-UHFFFAOYSA-N,antimony cobalt oxide (Sb2Co7O12),[Co+2].[Co+2].[Co+2].[Co+2].[Co+2].[Co+2].[Co+2].[O-2].[O-2].[O-2].[O-2].[O-].[O-].[O-].[O-].[O-].[O-].[O].[O].[Sb].[Sb],Co7O12Sb2,UHJPPYHDGAAPFV-UHFFFAOYSA-N,147,solid,solid,50.0,327.77,101.325,101.325,75.06,467.4,272.06244897959186,279.84
inchikey::HYNYWFRJHNNLJA-UHFFFAOYSA-N,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C34H68F6NO4PS2,HYNYWFRJHNNLJA-UHFFFAOYSA-N,147,liquid,liquid,293.0,463.15,101.325,101.325,1359.9,1573.9,1458.9185012194857,1457.7200903016
inchikey::JFNYYYZBYHCNOH-UHFFFAOYSA-N,"vanadium 1,3,5-trimethylbenzene buckminsterfullerene complex (1:2:1)",CC1=C=C(C)[C-]=C(C)[C+]1.CC1=C=C(C)[C-]=C(C)[C+]1.[V+].c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,C78H18V+,JFNYYYZBYHCNOH-UHFFFAOYSA-N,147,solid,solid,50.0,345.8,101.325,101.325,126.5,1371.0,634.5462585034014,579.0
inchikey::ACNDYKRXFBKWJF-UHFFFAOYSA-L,bis-ethylenediammonium tetrachlorozincate dichloride,Cl.Cl.Cl.Cl.NCCN.NCCN.[Cl-].[Cl-].[Zn+2],C4H20Cl6N4Zn,ACNDYKRXFBKWJF-UHFFFAOYSA-L,146,solid,solid,77.884,376.359,101.325,101.325,223.244,469.18,362.0813904109589,370.65700000000004
inchikey::BMIIVPDSLSQHFP-UHFFFAOYSA-N,calcium potassium sodium thorium(4+) silicate [KNaCaTh(Si8O20)],O=[Si]([O-])O[Si](=O)[O-].O=[Si]([O-])O[Si](=O)[O-].O=[Si]([O-])O[Si](=O)[O-].O=[Si]([O-])O[Si](=O)[O-].[Ca+2].[K+].[Na+].[Th+4],CaKNaO20Si8Th,BMIIVPDSLSQHFP-UHFFFAOYSA-N,146,solid,solid,50.0,347.35,101.325,101.325,87.48,579.6,369.8966438356165,389.6
inchikey::ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,CN(C)C=O,C3H7NO,ZMXDDKWLCZADIW-UHFFFAOYSA-N,145,liquid|solid,liquid|solid,50.0,308.15,101.325,101.325,36.34,152.65,109.88275862068964,141.4
inchikey::JOOXCMJARBKPKM-UHFFFAOYSA-N,4-oxopentanoic acid,CC(=O)CCC(=O)O,C5H8O3,JOOXCMJARBKPKM-UHFFFAOYSA-N,144,liquid,liquid,302.62,374.12,101.325,101.325,245.93203596,264.51047116,255.39945816847225,255.33736878000002
inchikey::ISBWNEKJSSLXOD-UHFFFAOYSA-N,butyl levulinate,CCCCOC(=O)CCC(C)=O,C9H16O3,ISBWNEKJSSLXOD-UHFFFAOYSA-N,144,liquid,liquid,302.66,374.16,101.325,101.325,336.86533224,355.98192318,345.97035018458337,345.99307386
inchikey::LQZZUXJYWNFBMV-UHFFFAOYSA-N,dodecan-1-ol,CCCCCCCCCCCCO,C12H26O,LQZZUXJYWNFBMV-UHFFFAOYSA-N,144,liquid|solid,liquid|solid,50.0,390.54,101.325,101.325,70.18,549.07,285.5165277777778,240.28
inchikey::QOSMNYMQXIVWKY-UHFFFAOYSA-N,propyl levulinate,CCCOC(=O)CCC(C)=O,C8H14O3,QOSMNYMQXIVWKY-UHFFFAOYSA-N,144,liquid,liquid,303.04,374.54,101.325,101.325,319.87020912,340.75194384,329.3113722188889,328.96641932
inchikey::LENZDBCJOHFCAS-UHFFFAOYSA-N,"2-amino-2-(hydroxymethyl)-1,3-propanediol",NC(CO)(CO)CO,C4H11NO3,LENZDBCJOHFCAS-UHFFFAOYSA-N,143,liquid|solid,liquid|solid,193.15,473.15,101.325,101.325,118.14,400.72,197.68083916083916,179.03
inchikey::QYUOMLSYPCSHAF-UHFFFAOYSA-N,Zn2GeO4,[Ge+4].[O-2].[O-2].[O-2].[O-2].[Zn+2].[Zn+2],GeO4Zn2,QYUOMLSYPCSHAF-UHFFFAOYSA-N,143,solid,solid,50.0,400.0,101.325,101.325,24.417,148.28,106.14642657342657,115.6
inchikey::GMEONFUTDYJSNV-UHFFFAOYSA-N,ethyl levulinate,CCOC(=O)CCC(C)=O,C7H12O3,GMEONFUTDYJSNV-UHFFFAOYSA-N,143,liquid,liquid,302.98,373.98,101.325,101.325,275.21743742,297.13103118,285.89597924489516,285.88589754
inchikey::UAGJVSRUFNSIHR-UHFFFAOYSA-N,methyl levulinate,COC(=O)CCC(C)=O,C6H10O3,UAGJVSRUFNSIHR-UHFFFAOYSA-N,143,liquid,liquid,302.68,373.68,101.325,101.325,258.7218984,273.8183472,265.24536988531474,264.4481376
inchikey::GWQYPLXGJIXMMV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium bromide,CCn1cc[n+](C)c1.[Br-],C6H11BrN2,GWQYPLXGJIXMMV-UHFFFAOYSA-M,142,liquid|solid,liquid|solid,50.0,370.0,101.325,101.325,59.49,272.579063932,153.0654802153493,145.5621115066
inchikey::VHYFNPMBLIVWCW-UHFFFAOYSA-N,4-(dimethylamino)pyridine,CN(C)c1ccncc1,C7H10N2,VHYFNPMBLIVWCW-UHFFFAOYSA-N,142,liquid|solid,liquid|solid,80.029,402.678,101.325,101.325,64.465,237.665,167.83254929577467,179.639
inchikey::FDJOLVPMNUYSCM-UHFFFAOYSA-L,cyanocobalamin,CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[C-]#N.[Co+3],C63H88CoN14O14P,FDJOLVPMNUYSCM-UHFFFAOYSA-L,142,solid,solid,50.0,343.83,101.325,101.325,294.4,1984.0,1103.1704225352112,1093.5
inchikey::VIUKNDFMFRTONS-UHFFFAOYSA-N,niobium strontium oxide (Nb2Sr2O7),[Nb+5].[Nb+5].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Sr+2].[Sr+2],Nb2O7Sr2,VIUKNDFMFRTONS-UHFFFAOYSA-N,142,solid,solid,51.6,350.0,101.325,101.325,40.57,231.43,196.63007042253523,213.01999999999998
inchikey::IYDMICQAKLQHLA-UHFFFAOYSA-N,1-phenylnaphthalene,c1ccc(-c2cccc3ccccc23)cc1,C16H12,IYDMICQAKLQHLA-UHFFFAOYSA-N,141,glass|liquid|solid,liquid|other|solid,50.0,650.0,,,54.8172486253,498.9092983105,269.2586659406645,286.9986027678
inchikey::DFRHTHSZMBROSH-UHFFFAOYSA-N,ferrocene,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],C10H10Fe,DFRHTHSZMBROSH-UHFFFAOYSA-N,141,gas|solid,gas|solid,273.4,355.09,101.325,101.325,163.5,227.7,195.11460992907803,194.0
inchikey::IFJDFNDOYQVKPE-UHFFFAOYSA-L,triphenyl-.lambda.5-stibanediyl bis(2-methylacrylate),C=C(C)C(=O)[O-].C=C(C)C(=O)[O-].[Sb+2].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1,C26H25O4Sb,IFJDFNDOYQVKPE-UHFFFAOYSA-L,141,solid,solid,50.0,400.0,101.325,101.325,131.7,709.0,383.5687943262411,372.2
inchikey::HSLXOARVFIWOQF-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C11H20F6N2O4S2,HSLXOARVFIWOQF-UHFFFAOYSA-N,140,liquid,liquid,237.44,385.14,101.325,101.325,472.2543791056,661.0,587.6406956857085,585.05
inchikey::WIGFZPKFEKBCOA-UHFFFAOYSA-K,iron oxide phosphate (Fe2O3.FePO4),O=P([O-])([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[O-2].[O-2].[O-2],Fe3O7P,WIGFZPKFEKBCOA-UHFFFAOYSA-K,140,solid,solid,50.0,302.69,101.325,101.325,29.514,213.76,153.09401428571428,166.57999999999998
inchikey::XJQGITRIKZCKRF-UHFFFAOYSA-N,pentaphenylantimony,[Sb].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1.[c]1ccccc1.[c]1ccccc1,C30H25Sb,XJQGITRIKZCKRF-UHFFFAOYSA-N,140,solid,solid,50.0,403.3,101.325,101.325,126.5,750.0,436.94000000000005,448.4
inchikey::HMMBJOWWRLZEMI-UHFFFAOYSA-N,"3,4,5,6-tetrahydrophthalic anhydride",O=C1OC(=O)C2=C1CCCC2,C8H8O3,HMMBJOWWRLZEMI-UHFFFAOYSA-N,139,liquid|solid,liquid|solid,80.338,360.303,101.325,101.325,56.18,284.63,128.065035971223,112.09
inchikey::XXSCONYSQQLHTH-UHFFFAOYSA-N,9-fluorenemethanol,OCC1c2ccccc2-c2ccccc21,C14H12O,XXSCONYSQQLHTH-UHFFFAOYSA-N,139,liquid|solid,liquid|solid,78.503,389.692,101.325,101.325,8.9715,55.376,23.723787050359714,22.431
inchikey::GVPWHKZIJBODOX-UHFFFAOYSA-N,"1,4-diphenyl-2,3-dithiabutane",c1ccc(CSSCc2ccccc2)cc1,C14H14S2,GVPWHKZIJBODOX-UHFFFAOYSA-N,138,liquid|solid,liquid|solid,80.0,377.39,101.325,101.325,108.33,6689.9,381.20673913043476,305.56
inchikey::CUNYTRQQXKCRTJ-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)F,C6H11BF4N2,CUNYTRQQXKCRTJ-UHFFFAOYSA-N,137,liquid,liquid,273.15,403.15,100.0,20000.0,244.492496508,330.7,305.5901667146978,306.8
inchikey::WTDRDQBEARUVNC-LURJTMIESA-N,"L-3,4-dihydroxyphenylalanine",N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,C9H11NO4,WTDRDQBEARUVNC-LURJTMIESA-N,137,solid,solid,78.466,399.262,101.325,101.325,71.34,357.83,196.55379562043794,183.49
inchikey::PQNFLJBBNBOBRQ-UHFFFAOYSA-N,indane,c1ccc2c(c1)CCC2,C9H10,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,137,liquid|solid,liquid|solid,50.0,600.0,,,42.7695812112,321.0462362574,149.68952873301896,165.7570705728
inchikey::PHIQHXFUZVPYII-ZCFIWIBFSA-N,(R)-3-hydroxy-4-(trimethylammonio)butanoate,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C7H15NO3,PHIQHXFUZVPYII-ZCFIWIBFSA-N,136,solid,solid,50.0,350.0,100.0,101.325,47.51,261.0,155.0423529411765,159.89999999999998
inchikey::SWAJRLXCGPILNC-HVDRVSQOSA-M,3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)[O-])C(=O)O,C12H21N3O4,SWAJRLXCGPILNC-HVDRVSQOSA-M,136,glass|liquid,liquid|other,86.074,357.682,101.325,101.325,150.25,568.06,356.4834558823529,297.03999999999996
inchikey::FMRLDPWIRHBCCC-UHFFFAOYSA-L,zinc(II) carbonate,O=C([O-])[O-].[Zn+2],CO3Zn,FMRLDPWIRHBCCC-UHFFFAOYSA-L,136,solid,solid,50.0,321.35,101.325,101.325,10.39,83.284,54.513522058823526,59.7055
inchikey::PGIVJOYNABGWER-UHFFFAOYSA-N,Lithium titanium oxide (Li4Ti5O12),[Li+].[Li+].[Li+].[Li+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Ti+4].[Ti+4].[Ti+4].[Ti+4].[Ti+4],Li4O12Ti5,PGIVJOYNABGWER-UHFFFAOYSA-N,135,solid,solid,50.0,670.0,101.325,101.325,31.26,518.7,241.9077777777778,246.57
inchikey::DRIUUEGJCZKRCC-CEOVSRFSSA-L,copper bis-L-alaninate,C[C@H](N)C(=O)[O-].C[C@H](N)C(=O)[O-].[Cu+2],C6H12CuN2O4,DRIUUEGJCZKRCC-CEOVSRFSSA-L,135,solid,solid,78.48,391.325,101.325,101.325,105.27,487.88,274.3331111111111,252.35
inchikey::AJQQXUCCCIKARF-UHFFFAOYSA-L,niobium potassium tellurate (KNbTeO6),O=[Te](=O)([O-])[O-].[K+].[Nb+].[O].[O],KNbO6Te,AJQQXUCCCIKARF-UHFFFAOYSA-L,135,solid,solid,50.0,333.0,100.0,100.0,37.76,176.0,115.89244444444445,123.5
inchikey::XXGHYWXIALZCKT-UHFFFAOYSA-N,calcium niobium potassium sodium oxide (Ca2Nb4KNaO13),[Ca+2].[Ca+2].[K+].[Na+].[Nb+5].[Nb+5].[Nb+5].[Nb+5].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],Ca2KNaNb4O13,XXGHYWXIALZCKT-UHFFFAOYSA-N,134,solid,solid,50.0,345.0,101.325,101.325,66.07,442.6,307.39634328358204,318.25
inchikey::CUAHZMJXXRNDSE-UHFFFAOYSA-N,cesium uranyl molybdate (Cs2[(UO2)(MoO4)2]),[Cs+].[Cs+].[Mo].[Mo].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[U+2],Cs2Mo2O10U,CUAHZMJXXRNDSE-UHFFFAOYSA-N,134,solid,solid,50.3,334.6,101.325,101.325,80.18,319.2,227.73007462686567,238.85
inchikey::LSZLYXRYFZOJRA-UHFFFAOYSA-N,cobalt lithium oxide (LiCoO2),[Co+3].[Li+].[O-2].[O-2],CoLiO2,LSZLYXRYFZOJRA-UHFFFAOYSA-N,134,solid,solid,50.65,953.2,101.325,101.325,3.89,104.64,67.20410447761195,74.49000000000001
inchikey::BDWIIJFZNLPJHZ-UHFFFAOYSA-E,potassium dithorium trisphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[Th+4].[Th+4],KO12P3Th2,BDWIIJFZNLPJHZ-UHFFFAOYSA-E,134,solid,solid,50.0,290.0,101.325,101.325,56.01,307.4,205.08970149253733,218.2
inchikey::HTUXHQGOKNUJNV-UHFFFAOYSA-N,"tris(1,1,1,5,5,5-hexafluoro 2,4-pentanodionate) iron(III)",O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F.[Fe+3],C15H3F18FeO6,HTUXHQGOKNUJNV-UHFFFAOYSA-N,134,solid,solid,50.0,321.015,101.325,101.325,193.7,693.0,468.0044776119402,473.9
inchikey::PRQROPMIIGLWRP-BZSNNMDCSA-N,N-formyl-L-methionyl-L-leucyl-L-phenylalanine,CSCC[C@H](N=CO)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,C21H31N3O5S,PRQROPMIIGLWRP-BZSNNMDCSA-N,133,solid,solid,50.0,348.7,101.325,101.325,132.6,668.4,403.42105263157896,408.1
inchikey::MSPQQAUTCRWLGR-UHFFFAOYSA-K,chromium nicotinate,O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.[Cr+3],C18H12CrN3O6,MSPQQAUTCRWLGR-UHFFFAOYSA-K,133,solid,solid,78.295,390.524,101.325,101.325,123.81,569.91,321.366992481203,301.71
inchikey::VTSMFGCBKNZMOH-UHFFFAOYSA-N,GeNi2O4,[Ge+4].[Ni+2].[Ni+2].[O-2].[O-2].[O-2].[O-2],GeNi2O4,VTSMFGCBKNZMOH-UHFFFAOYSA-N,132,solid,solid,50.0,400.0,101.325,101.325,15.521,148.07,99.2278484848485,114.5
inchikey::OWNMACFMOIQGAC-UHFFFAOYSA-K,lutetium phosphate,O=P([O-])([O-])[O-].[Lu+3],LuO4P,OWNMACFMOIQGAC-UHFFFAOYSA-K,132,solid,solid,50.0,320.0,101.325,101.325,14.18,103.8,68.03893939393939,74.265
inchikey::VPXWTOXLJNAUEW-UHFFFAOYSA-N,rubidium uranyl molybdate (Rb2[(UO2)(MoO4)2]),[Mo].[Mo].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[Rb+].[Rb+].[U+2],Mo2O10Rb2U,VPXWTOXLJNAUEW-UHFFFAOYSA-N,130,solid,solid,51.2,325.7,101.325,101.325,72.5,310.8,226.08723076923076,238.9
inchikey::JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,CCOC(=O)OC,C4H8O3,JBTWLSYIZRCDFO-UHFFFAOYSA-N,129,liquid|solid,liquid|solid,179.0,320.0,101.325,101.325,117.7,187.1,166.63953488372093,172.3
inchikey::ZVGDREFFARNQTP-UHFFFAOYSA-N,iron(II) chromium(III) tetraoxide,[Cr+3].[Cr+3].[Fe+2].[O-2].[O-2].[O-2].[O-2],Cr2FeO4,ZVGDREFFARNQTP-UHFFFAOYSA-N,128,solid,solid,200.0,1470.0,101.325,101.325,143.708,178.65,166.843390625,168.942
inchikey::ODYNNYOEHBJUQP-LTCKWSDVSA-N,folic acid dihydrate,N=c1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1.O.O,C19H23N7O8,ODYNNYOEHBJUQP-LTCKWSDVSA-N,127,solid,solid,50.0,333.0,101.325,101.325,112.2,637.5,347.9511811023622,335.8
inchikey::OCAYSOXZYHJMIO-UHFFFAOYSA-N,cesium tungsten uranium oxide (Cs4W3U7O32),[Cs+].[Cs+].[Cs+].[Cs+].[O-2].[O-2].[O-2].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[U+2].[U+2].[U+2].[U+2].[U+2].[U+2].[U+2].[W].[W].[W],Cs4O32U7W3,OCAYSOXZYHJMIO-UHFFFAOYSA-N,126,solid,solid,50.0,324.69,101.325,101.325,270.1,987.7,663.9349206349207,696.5
inchikey::XEQIEWVIRSOKEQ-UHFFFAOYSA-L,dichlorobis(2-aminopyridine)zinc,Nc1ccccn1.Nc1ccccn1.[Cl-].[Cl-].[Zn+2],C10H12Cl2N4Zn,XEQIEWVIRSOKEQ-UHFFFAOYSA-L,126,solid,solid,78.4298,397.725,101.325,101.325,182.315,522.342,365.1027619047619,372.095
inchikey::HEKABVMGXQRBFH-UHFFFAOYSA-N,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C38H68F18P2,HEKABVMGXQRBFH-UHFFFAOYSA-N,126,liquid,liquid,338.15,513.15,101.325,101.325,1539.1,1809.4,1692.079365079365,1704.9
inchikey::JQOAZIZLIIOXEW-UHFFFAOYSA-N,zinc(II) chromium(III) oxide,[Cr+3].[Cr+3].[O-2].[O-2].[O-2].[O-2].[Zn+2],Cr2O4Zn,JQOAZIZLIIOXEW-UHFFFAOYSA-N,126,solid,solid,250.0,1500.0,101.325,101.325,115.474,189.243,167.65974603174604,171.45499999999998
inchikey::LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,CCO,C2H6O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,124,liquid,liquid,265.005,348.003,100.0,20000.0,100.7,132.07821748,116.17683799645161,115.85
inchikey::IAFQYUQIAOWKSB-UHFFFAOYSA-N,ethyl undecanoate,CCCCCCCCCCC(=O)OCC,C13H26O2,IAFQYUQIAOWKSB-UHFFFAOYSA-N,124,liquid|solid,liquid|solid,111.58,365.42,101.325,101.325,173.66,475.18,358.0204032258065,424.02
inchikey::NCGQPNAQUYGWMI-UHFFFAOYSA-N,pentaerythritol tetraheptanoate,CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,C33H60O8,NCGQPNAQUYGWMI-UHFFFAOYSA-N,124,liquid,liquid,293.14,417.14,83.0,83.0,1059.1175317,1260.2972285,1158.1887224112902,1157.07566895
inchikey::AUNGANRZJHBGPY-SCRDCRAPSA-N,riboflavin,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,C17H20N4O6,AUNGANRZJHBGPY-SCRDCRAPSA-N,124,solid,solid,50.0,322.29,101.325,101.325,78.34,474.7,278.35854838709673,279.65
inchikey::NSPJBTPVTIOZCW-UHFFFAOYSA-N,cesium tungsten uranium oxide (Cs4W3U4O23),[Cs+].[Cs+].[Cs+].[Cs+].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[U+2].[U+2].[U+2].[U+2].[W].[W].[W],Cs4O23U4W3,NSPJBTPVTIOZCW-UHFFFAOYSA-N,123,solid,solid,50.0,323.6,101.325,101.325,208.5,710.5,484.51544715447153,510.3
inchikey::HZQXCUSDXIKLGS-UHFFFAOYSA-L,triaquabenzoatocalcium monobenzoate,O.O.O.O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Ca+2],C14H16CaO7,HZQXCUSDXIKLGS-UHFFFAOYSA-L,123,solid,solid,78.8,357.55,101.325,101.325,125.84,463.72,275.60674796747963,259.36
inchikey::AXIMUAFVTYRKQY-UHFFFAOYSA-N,cesium uranyl tungstate (Cs8U4W6O34),[Cs+].[Cs+].[Cs+].[Cs+].[Cs+].[Cs+].[Cs+].[Cs+].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O-].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[U+2].[U+2].[U+2].[U+2].[W].[W].[W].[W].[W].[W],Cs8O34U4W6,AXIMUAFVTYRKQY-UHFFFAOYSA-N,122,solid,solid,50.0,328.78,101.325,101.325,369.0,1038.5,771.488524590164,828.3
